income,idapp,Education,income Groups,generation,Facebook,Flickr,Fox.com,LinkedIn,NYTimes.com,Weather.com,TripAdvisor.com,WSJ.com,Validation,Smart phone linear,smart_phone
162499.5,8786241,College degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
82499.5,8793107,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
62499.5,8798777,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
112499.5,8799024,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,1,0,0,No
41249.5,8799374,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
162499.5,8799721,College degree,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
82499.5,8799939,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,1,0,0,0,0,No
31249.5,8802355,College degree,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
97499.5,8808507,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
77499.5,8810594,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,1,0,0,0,0,0,0,No
31249.5,8812153,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
112499.5,8816016,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
137499.5,8818780,College degree,1e+5 - High,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
43749.5,8820143,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,1,0,0,1,0,No
112499.5,8823846,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
97499.5,8827243,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
36249.5,8837227,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,8839483,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,8840167,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
11249.5,8842592,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
18749.5,8858635,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
41249.5,8860450,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
36249.5,8863515,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
52499.5,8870824,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
62499.5,8872753,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,8883909,College degree,31250 - 52500,Gen X (31-44),1,0,0,1,0,1,0,0,1,0,No
162499.5,8894145,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,8904904,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
77499.5,8906739,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
137499.5,8909520,College degree,1e+5 - High,Older Boomers (55-65),0,0,1,0,0,0,0,0,1,0,No
72499.5,8911342,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,8915042,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,0,No
31249.5,8920860,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
77499.5,8921459,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
97499.5,8925352,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
72499.5,8935094,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
41249.5,8939576,College degree,31250 - 52500,Gen Y (18-30),1,0,1,1,0,0,1,0,0,0,No
112499.5,8939689,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
18749.5,8941465,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
41249.5,8941843,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
162499.5,8942298,College degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
82499.5,8956993,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
16249.5,8957271,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,8963030,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,8965684,College degree,31250 - 52500,Gen X (31-44),1,1,0,0,0,0,0,0,0,0,No
137499.5,8973169,College degree,1e+5 - High,Gen Y (18-30),1,0,0,1,0,1,1,0,0,0,No
162499.5,8975825,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
48749.5,8978643,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,1,0,0,0,No
77499.5,8986557,College degree,72500 - 1e+5,Gen X (31-44),1,0,1,0,1,1,0,1,1,0,No
112499.5,8987717,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
82499.5,8988613,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
31249.5,9000775,College degree,Low - 31250,Gen X (31-44),1,0,1,0,0,0,0,0,0,0,No
77499.5,9007978,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
18749.5,9010028,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
43749.5,9011570,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
72499.5,9016670,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
92499.5,9017393,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,1,0,0,1,0,No
224999.5,9024787,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
162499.5,9025304,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
57499.5,9028012,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,1,0,0,0,0,0,0,No
16249.5,9028156,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
67499.5,9029231,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
72499.5,9031693,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
43749.5,9034324,College degree,31250 - 52500,Seniors (66+),1,0,1,0,0,1,0,0,0,0,No
112499.5,9034761,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
92499.5,9043616,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
46249.5,9058569,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
92499.5,9062198,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,1,0,0,0,0,1,0,No
97499.5,9063962,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
52499.5,9064358,College degree,31250 - 52500,Older Boomers (55-65),0,0,1,1,1,0,0,1,0,0,No
72499.5,9065146,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
137499.5,9067933,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
72499.5,9072988,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
48749.5,9074180,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
112499.5,9081422,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,1,0,0,0,No
137499.5,9085549,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
77499.5,9087419,College degree,72500 - 1e+5,Gen Y (18-30),1,1,0,0,0,1,0,0,0,0,No
62499.5,9091643,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
77499.5,9094084,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
41249.5,9094489,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,1,1,1,0,No
112499.5,9096123,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
48749.5,9111627,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
36249.5,9113443,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
31249.5,9134013,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
324999.5,9141967,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
97499.5,9148712,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
112499.5,9156552,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
28749.5,9160680,College degree,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
57499.5,9161712,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
52499.5,9185879,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
77499.5,9189214,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
92499.5,9192413,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
13749.5,9204230,College degree,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
162499.5,9205157,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,9210161,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,9210631,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,1,0,0,0,1,0,No
137499.5,9213969,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
72499.5,9215531,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,0,No
67499.5,9218139,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
67499.5,9227938,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
137499.5,9228213,College degree,1e+5 - High,Seniors (66+),1,0,0,0,0,1,0,0,0,0,No
48749.5,9228409,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
18749.5,9235881,College degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
36249.5,9237418,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
72499.5,9240801,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
87499.5,9243587,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
87499.5,9244515,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
112499.5,9276961,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
36249.5,9276998,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
21249.5,9277702,College degree,Low - 31250,Seniors (66+),1,0,0,0,0,0,0,0,1,0,No
112499.5,9283356,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
112499.5,9285059,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
112499.5,9285094,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
92499.5,9292434,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,0,0,0,1,0,No
72499.5,9299174,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
137499.5,9299780,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,1,0,0,1,0,No
57499.5,9302352,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
82499.5,9315438,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
187499.5,9321591,College degree,1e+5 - High,Gen Y (18-30),1,0,1,0,0,1,0,0,1,0,No
21249.5,9334309,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
13749.5,9350471,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
57499.5,9354349,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
28749.5,9355025,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
112499.5,9356178,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
97499.5,9356247,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
97499.5,9359485,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
72499.5,9361912,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,9363127,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,1,0,0,1,0,No
112499.5,9363377,College degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,1,0,0,0,0,No
137499.5,9374714,College degree,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
3749.5,9381463,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
87499.5,9391505,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,0,0,0,0,0,No
112499.5,9393482,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,0,No
112499.5,9393861,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,1,0,0,1,0,0,0,0,No
67499.5,9396282,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
92499.5,9396313,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
62499.5,9402485,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
43749.5,9406594,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
87499.5,9410818,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,9412251,College degree,31250 - 52500,Gen X (31-44),0,0,0,1,0,1,0,0,1,0,No
48749.5,9414562,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,1,1,0,0,0,No
33749.5,9420773,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
28749.5,9421376,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
31249.5,9426276,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
67499.5,9456909,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,9465668,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
41249.5,9467709,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
92499.5,9479772,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
82499.5,9486863,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
92499.5,9487660,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,1,0,0,0,0,0,No
57499.5,9488915,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
92499.5,9500392,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
97499.5,9504523,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
48749.5,9506527,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
72499.5,9512113,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
3749.5,9516097,College degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
97499.5,9519187,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
112499.5,9527584,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
87499.5,9560249,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
57499.5,9560375,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
77499.5,9570943,College degree,72500 - 1e+5,Gen X (31-44),1,0,1,0,0,0,0,0,1,0,No
77499.5,9570986,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
26249.5,9585085,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
97499.5,9612163,College degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
52499.5,9627304,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
33749.5,9628576,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
13749.5,9630972,College degree,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,9631084,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,1,1,0,1,0,0,No
52499.5,9632435,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
137499.5,9633198,College degree,1e+5 - High,Seniors (66+),0,0,1,0,0,1,1,0,0,0,No
112499.5,9633566,College degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,1,0,0,0,0,No
77499.5,9636615,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
324999.5,9637898,College degree,1e+5 - High,Older Boomers (55-65),0,0,1,0,0,0,0,0,0,0,No
16249.5,9641464,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
11249.5,9650654,College degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
62499.5,9670890,College degree,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
97499.5,9680391,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,9684968,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
52499.5,9685096,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
38749.5,9688050,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
112499.5,9695641,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
18749.5,9695790,College degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
97499.5,9701491,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,1,0,0,0,0,0,0,0,No
48749.5,9710221,College degree,31250 - 52500,Gen X (31-44),1,0,0,1,0,0,0,0,0,0,No
16249.5,9713999,College degree,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
31249.5,9720315,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,1,0,0,1,0,No
52499.5,9725427,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
112499.5,9730160,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
162499.5,9738394,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
87499.5,9759440,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
62499.5,9759540,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
52499.5,9762114,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
137499.5,9762552,College degree,1e+5 - High,Older Boomers (55-65),0,0,1,0,0,0,0,1,0,0,No
97499.5,9765039,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,9767691,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
62499.5,9773288,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
97499.5,9777389,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
52499.5,9784915,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
112499.5,9788015,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,1,0,0,0,0,1,1,0,No
77499.5,9796573,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
112499.5,9803631,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
187499.5,9803814,College degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
57499.5,9805417,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
112499.5,9811256,College degree,72500 - 1e+5,Gen X (31-44),1,1,0,0,0,0,1,0,1,0,No
33749.5,9813084,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
77499.5,9813705,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
87499.5,9816068,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,1,0,1,0,0,0,0,No
137499.5,9819961,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
187499.5,9827355,College degree,1e+5 - High,Gen Y (18-30),1,1,0,0,1,1,0,0,0,0,No
162499.5,9830656,College degree,1e+5 - High,Gen Y (18-30),1,0,0,1,0,0,0,0,0,0,No
52499.5,9837061,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
112499.5,9837553,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
67499.5,9838856,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
137499.5,9839481,College degree,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
137499.5,9839929,College degree,1e+5 - High,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,9841197,College degree,72500 - 1e+5,Seniors (66+),0,0,1,0,0,0,0,0,1,0,No
112499.5,9863232,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
36249.5,9867472,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
57499.5,9868197,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
38749.5,9868488,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
67499.5,9869287,College degree,52500 - 72500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
137499.5,9872067,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
87499.5,9876748,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
26249.5,9877565,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
112499.5,9893862,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,9909463,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,9911997,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
162499.5,9917594,College degree,1e+5 - High,Younger Boomers (45-54),1,0,0,1,0,0,0,0,0,0,No
137499.5,9922422,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
26249.5,9924261,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
36249.5,9926742,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
137499.5,9933480,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
57499.5,9936534,College degree,52500 - 72500,Gen X (31-44),0,0,0,1,0,1,0,0,1,0,No
72499.5,9949519,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
137499.5,9950188,College degree,1e+5 - High,Older Boomers (55-65),1,0,1,0,0,1,0,1,1,0,No
97499.5,9951814,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
72499.5,9952554,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
162499.5,9952938,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
87499.5,9954580,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,1,0,0,0,0,0,0,No
224999.5,9954656,College degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,1,0,0,1,0,No
137499.5,9958660,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,1,0,1,0,0,1,0,No
97499.5,9961851,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,9965418,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
57499.5,9967504,College degree,52500 - 72500,Gen X (31-44),0,0,0,1,0,1,0,0,0,0,No
92499.5,9968195,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
112499.5,9971682,College degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
72499.5,7452,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,1,0,0,0,No
112499.5,13093,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
43749.5,18463,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
21249.5,26709,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
43749.5,29918,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
112499.5,43922,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
62499.5,58466,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
82499.5,61354,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
62499.5,71532,College degree,52500 - 72500,Gen Y (18-30),1,1,0,0,0,1,0,0,0,0,No
46249.5,90467,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
57499.5,92835,College degree,52500 - 72500,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
46249.5,95863,College degree,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
112499.5,97539,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,101649,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,1,0,0,No
