IRI_KEY,FIPS,NAME,State_Name,REGION,DIVISION,Zip_name,Zip_key,per_kids18,per_kids9,per_old,per_white,per_black,hhsize,Per_college,per_hh_less20K,median_inc,capita_inc,Share_Camp,Share_Other,Share_PL,Share_prog
414913,18145,Shelby County,Indiana,MIDWEST,3,46176 Shelbyville,46176,0.26,0.14,0.13,0.96,0.01,2.48,0.11,0.21,40695,19904,0.776583588,0.03964732,0.131195437,0.052573655
415288,6073,San Diego County,California,WEST,9,92115 San Diego,92115,0.21,0.13,0.1,0.57,0.11,2.54,0.25,0.32,31666,16609,0.525644517,0.080863146,0.171583331,0.221909006
415416,51059,Fairfax County,Virginia,SOUTH,5,20124 Clifton,20124,0.32,0.15,0.04,0.84,0.03,3.18,0.59,0.03,117689,43491,0.416738382,0.072147382,0.080221324,0.430892912
451327,48113,Dallas County,Texas,SOUTH,7,75019 Coppell,75019,0.35,0.2,0.03,0.83,0.03,2.95,0.57,0.04,96840,40186,0.541925495,0.105974115,0.082273734,0.269826655
451829,49035,Salt Lake County,Utah,WEST,8,84109 Salt Lake City,84109,0.25,0.13,0.17,0.95,0,2.75,0.41,0.12,56034,26251,0.574291026,0.14708983,0.123581634,0.155037511
452539,29095,Jackson County,Missouri,MIDWEST,4,64063 Lees Summit,64063,0.3,0.17,0.08,0.93,0.03,2.59,0.29,0.13,51939,22632,0.636384638,0.049713947,0.228754188,0.085147228
452751,39093,Lorain County,Ohio,MIDWEST,3,44035 Elyria,44035,0.26,0.15,0.13,0.83,0.12,2.47,0.12,0.21,39811,19867,0.569881591,0.050498456,0.152594612,0.22702534
453618,17019,Champaign County,Illinois,MIDWEST,3,61821 Champaign,61821,0.24,0.13,0.12,0.77,0.15,2.32,0.4,0.18,44435,24312,0.497264612,0.201722327,0.062711833,0.238301228
454546,48439,Tarrant County,Texas,SOUTH,7,76137 Fort Worth,76137,0.33,0.19,0.03,0.8,0.05,2.87,0.28,0.07,62613,23935,0.670848264,0.035594531,0.094418765,0.199138439
454632,6077,San Joaquin County,California,WEST,9,95210 Stockton,95210,0.37,0.19,0.09,0.32,0.12,3.54,0.08,0.26,36566,12379,0.528875626,0.052203731,0.077218379,0.341702264
454651,40109,Oklahoma County,Oklahoma,SOUTH,7,73013 Edmond,73013,0.27,0.14,0.11,0.86,0.06,2.63,0.42,0.13,55727,25966,0.612951742,0.07445055,0.099051059,0.213546649
528338,51059,Fairfax County,Virginia,SOUTH,5,22309 Alexandria,22309,0.27,0.15,0.09,0.54,0.28,2.71,0.31,0.1,60117,28618,0.63522603,0.030809151,0.172735461,0.161229358
532600,42055,Franklin County,Pennsylvania,EAST,2,17202 Chambersburg,17202,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,49972.47,24448.67,0.668174982,0.024671625,0.201133085,0.106020308
532639,29189,St. Louis County,Missouri,MIDWEST,4,63033 Florissant,63033,0.26,0.13,0.16,0.54,0.43,2.52,0.23,0.14,47852,22086,0.519548343,0.114364048,0.29665866,0.069428949
532668,31055,Douglas County,Nebraska,MIDWEST,4,68132 Omaha,68132,0.21,0.12,0.09,0.86,0.06,2.16,0.49,0.24,36765,24691,0.541037903,0.051380587,0.203773281,0.203808228
532676,36029,Erie County,New York,EAST,2,14207 Buffalo,14207,0.28,0.16,0.14,0.84,0.06,2.33,0.08,0.42,24027,13770,0.435139323,0.065799676,0.171166782,0.327894219
532716,51041,Chesterfield County,Virginia,SOUTH,5,23112 Midlothian,23112,0.32,0.17,0.06,0.87,0.09,2.8,0.37,0.07,63519,26140,0.646947046,0.034669299,0.133833408,0.184550246
532733,13051,Chatham County,Georgia,SOUTH,5,31419 Savannah,31419,0.25,0.14,0.09,0.65,0.28,2.51,0.26,0.18,42173,20183,0.649508673,0.083029258,0.006165274,0.261296794
532748,53053,Pierce County,Washington,WEST,9,98405 Tacoma,98405,0.27,0.15,0.13,0.59,0.22,2.43,0.17,0.35,30585,15497,0.525703174,0.091850024,0.192517059,0.189929744
532828,36029,Erie County,New York,EAST,2,14043 Depew,14043,0.22,0.12,0.16,0.98,0.01,2.45,0.15,0.18,43908,20670,0.49563161,0.05613001,0.125558499,0.322679881
532840,36069,Ontario County,New York,EAST,2,14456 Geneva,14456,0.23,0.13,0.16,0.86,0.07,2.4,0.21,0.26,35860,17323,0.488823933,0.050841972,0.160777434,0.29955666
532874,6071,San Bernardino County,California,WEST,9,91710 Chino,91710,0.28,0.15,0.06,0.57,0.08,3.44,0.13,0.15,55185,17277,0.638830979,0.110956162,0.058028043,0.192184817
532878,6037,Los Angeles County,California,WEST,9,91722 Covina,91722,0.3,0.17,0.09,0.56,0.05,3.29,0.14,0.16,50126,17488,0.619215493,0.12346797,0.071033273,0.186283264
532890,25027,Worcester County,Massachusetts,EAST,1,01604 Worcester,1604,0.22,0.13,0.17,0.83,0.05,2.32,0.21,0.25,37497,19721,0.338328705,0.074370846,0.217552878,0.369747571
532925,55087,Outagamie County,Wisconsin,MIDWEST,3,54136 Kimberly,54136,0.26,0.14,0.15,0.97,0,2.46,0.14,0.18,46016,20297,0.740355875,0.023781404,0.171506054,0.064356666
532931,36103,Suffolk County,New York,EAST,2,11749 Islandia,11749,0.25,0.14,0.12,0.78,0.11,2.58,0.27,0.18,49931.24,24426.99,0.31830721,0.06213398,0.114112733,0.505446077
532933,36045,Jefferson County,New York,EAST,2,13601 Watertown,13601,0.26,0.14,0.14,0.89,0.05,2.4,0.16,0.33,31576,17156,0.559954756,0.052190513,0.180303613,0.207551118
533038,48139,Ellis County,Texas,SOUTH,7,75119 Ennis,75119,0.3,0.17,0.12,0.73,0.11,2.94,0.13,0.22,41092,16893,0.522982901,0.032931661,0.364089351,0.079996087
533052,41067,Washington County,Oregon,WEST,9,97005 Beaverton,97005,0.23,0.15,0.12,0.74,0.02,2.34,0.21,0.23,34716,19202,0.554462335,0.074129968,0.156016684,0.215391013
533067,4013,Maricopa County,Arizona,WEST,8,85257 Scottsdale,85257,0.19,0.11,0.19,0.86,0.02,2.24,0.22,0.23,40686,21911,0.513295923,0.09915852,0.111178285,0.276367272
533129,33013,Merrimack County,New Hampshire,EAST,1,03235 Franklin,3235,0.26,0.14,0.15,0.97,0,2.47,0.14,0.27,34949,17149,0.483960932,0.123361426,0.147461147,0.245216496
533200,28049,Hinds County,Mississippi,SOUTH,6,39212 Jackson,39212,0.3,0.17,0.09,0.51,0.48,2.73,0.22,0.2,40705,17288,0.455960701,0.082299595,0.413813074,0.04792663
533341,37097,Iredell County,North Carolina,SOUTH,5,28115 Mooresville,28115,0.27,0.15,0.12,0.84,0.12,2.58,0.14,0.21,40322,19229,0.684803079,0.016244164,0.178415238,0.12053752
533356,19153,Polk County,Iowa,MIDWEST,4,50317 Des Moines,50317,0.25,0.14,0.13,0.92,0.02,2.56,0.11,0.2,40316,18321,0.55962602,0.056965507,0.331313042,0.052095431
533433,6067,Sacramento County,California,WEST,9,95843 Antelope,95843,0.35,0.2,0.04,0.65,0.1,3.12,0.26,0.07,59151,21373,0.548769211,0.088926477,0.044889497,0.317414816
533462,13217,Newton County,Georgia,SOUTH,5,30014 Covington,30014,0.28,0.15,0.12,0.7,0.28,2.73,0.13,0.24,38322,17357,0.734163326,0.044523054,0.173376552,0.047937068
533482,22033,East Baton Rouge Parish,Louisiana,SOUTH,7,70808 Baton Rouge,70808,0.17,0.09,0.12,0.81,0.14,2.2,0.57,0.24,47791,27624,0.628214183,0.098876027,0.07383407,0.19907572
533486,22071,Orleans Parish,Louisiana,SOUTH,7,70115 New Orleans,70115,0.22,0.12,0.13,0.46,0.51,2.16,0.36,0.4,27094,22672,0.37289256,0.103848765,0.062264951,0.460993724
533529,37057,Davidson County,North Carolina,SOUTH,5,27360 Thomasville,27360,0.24,0.14,0.14,0.84,0.12,2.47,0.1,0.25,35939,17981,0.749403236,0.04149159,0.167395355,0.041709819
533535,37067,Forsyth County,North Carolina,SOUTH,5,27127 Winston Salem,27127,0.24,0.15,0.12,0.7,0.24,2.4,0.25,0.19,42594,20430,0.613215912,0.046469403,0.194025875,0.146288811
533549,45063,Lexington County,South Carolina,SOUTH,5,29210 Columbia,29210,0.2,0.1,0.08,0.51,0.45,2.06,0.35,0.2,36182,19646,0.482986885,0.054733047,0.301452849,0.160827219
533583,17075,Iroquois County,Illinois,MIDWEST,3,60970 Watseka,60970,0.24,0.12,0.2,0.97,0.01,2.4,0.12,0.27,33193,18594,0.701264124,0.009868476,0.150459282,0.138408118
533691,37097,Iredell County,North Carolina,SOUTH,5,28625 Statesville,28625,0.25,0.14,0.13,0.84,0.11,2.58,0.15,0.2,42484,19961,0.620827479,0.049758487,0.168578257,0.160835776
533844,13051,Chatham County,Georgia,SOUTH,5,31419 Savannah,31419,0.25,0.14,0.09,0.65,0.28,2.51,0.26,0.18,42173,20183,0.527698403,0.05283755,0.339185433,0.080278613
533848,37045,Cleveland County,North Carolina,SOUTH,5,28152 Shelby,28152,0.26,0.15,0.12,0.77,0.21,2.51,0.13,0.25,36644,17069,0.708366202,0.0361214,0.216506679,0.039005718
533862,29095,Jackson County,Missouri,MIDWEST,4,64055 Independence,64055,0.21,0.11,0.18,0.94,0.02,2.29,0.19,0.16,42364,22436,0.540381509,0.057519035,0.313595847,0.08850361
533864,29189,St. Louis County,Missouri,MIDWEST,4,63033 Florissant,63033,0.26,0.13,0.16,0.54,0.43,2.52,0.23,0.14,47852,22086,0.605274022,0.129436567,0.12692829,0.138361121
534005,47093,Knox County,Tennessee,SOUTH,6,37912 Knoxville,37912,0.19,0.12,0.15,0.89,0.07,2.11,0.17,0.3,30705,17932,0.698568184,0.067745981,0.167791612,0.065894223
534020,28081,Lee County,Mississippi,SOUTH,6,38804 Tupelo,38804,0.26,0.14,0.14,0.74,0.24,2.43,0.19,0.29,34697,19022,0.576786688,0.040722922,0.308104913,0.074385477
534075,27053,Hennepin County,Minnesota,MIDWEST,4,55344 Eden Prairie,55344,0.22,0.13,0.07,0.84,0.05,2.15,0.5,0.11,59885,33940,0.593041174,0.082582892,0.123327826,0.201048107
534239,25013,Hampden County,Massachusetts,EAST,1,01020 Chicopee,1020,0.22,0.11,0.18,0.94,0.01,2.32,0.12,0.22,37282,20205,0.385188827,0.10012736,0.210247874,0.304435939
534287,6067,Sacramento County,California,WEST,9,95758 Elk Grove,95758,0.32,0.19,0.05,0.58,0.1,2.98,0.37,0.07,68026,25373,0.388300236,0.076867557,0.222233155,0.312599051
534425,29047,Clay County,Missouri,MIDWEST,4,64155 Kansas City,64155,0.29,0.17,0.06,0.93,0.02,2.74,0.28,0.07,62047,23883,0.685775625,0.064372138,0.140158666,0.109693571
534466,37071,Gaston County,North Carolina,SOUTH,5,28054 Gastonia,28054,0.22,0.13,0.16,0.79,0.16,2.35,0.2,0.25,38575,20985,0.694729516,0.015250773,0.220644523,0.069375188
534468,37183,Wake County,North Carolina,SOUTH,5,27591 Wendell,27591,0.28,0.15,0.09,0.7,0.25,2.68,0.18,0.19,45187,19063,0.667224263,0.024164047,0.205430568,0.103181123
534863,26099,Macomb County,Michigan,MIDWEST,3,48316 Utica,48316,0.25,0.13,0.1,0.96,0.01,2.73,0.3,0.06,76718,32643,0.658992068,0.033797271,0.093776862,0.213433799
534868,48201,Harris County,Texas,SOUTH,7,77074 Houston,77074,0.28,0.18,0.09,0.47,0.2,2.76,0.21,0.26,32238,16028,0.546367781,0.059920288,0.347621843,0.046090087
534995,41071,Yamhill County,Oregon,WEST,9,97132 Newberg,97132,0.27,0.15,0.11,0.91,0,2.78,0.22,0.15,50168,20245,0.541421276,0.167897196,0.128156427,0.162525101
534999,45077,Pickens County,South Carolina,SOUTH,5,29642 Easley,29642,0.26,0.14,0.1,0.93,0.05,2.63,0.19,0.18,48769,21615,0.630197674,0.03512221,0.182389918,0.152290198
535000,45067,Marion County,South Carolina,SOUTH,5,29571 Marion,29571,0.29,0.15,0.12,0.41,0.57,2.64,0.12,0.39,27714,14714,0.590655054,0.022139295,0.34568365,0.041522001
535028,6077,San Joaquin County,California,WEST,9,95376 Tracy,95376,0.32,0.18,0.07,0.65,0.07,3.17,0.16,0.12,61800,20983,0.478345722,0.083844092,0.188855519,0.248954667
535065,34023,Middlesex County,New Jersey,EAST,2,08857 Old Bridge,8857,0.25,0.14,0.11,0.82,0.04,2.78,0.27,0.09,65855,26982,0.404305435,0.071692235,0.10523263,0.418769699
535091,6075,San Francisco County,California,WEST,9,94103 San Francisco,94103,0.11,0.06,0.11,0.45,0.12,2.04,0.29,0.39,31131,21034,0.467197884,0.071233032,0.202784097,0.258784988
535139,25005,Bristol County,Massachusetts,EAST,1,02703 Attleboro,2703,0.25,0.14,0.13,0.91,0.02,2.57,0.21,0.17,50807,22660,0.311199516,0.100381649,0.076513739,0.511905096
535279,6059,Orange County,California,WEST,9,92843 Garden Grove,92843,0.31,0.18,0.08,0.37,0.01,4.13,0.09,0.19,42872,12142,0.5882678,0.118150458,0.073473201,0.22010854
535296,45091,York County,South Carolina,SOUTH,5,29732 Rock Hill,29732,0.26,0.14,0.11,0.83,0.13,2.56,0.28,0.14,50107,23871,0.652880082,0.021338939,0.275193137,0.050587842
535326,4013,Maricopa County,Arizona,WEST,8,85032 Phoenix,85032,0.26,0.15,0.09,0.84,0.02,2.59,0.22,0.16,43406,20559,0.506828666,0.087959285,0.10718388,0.298028169
535328,4013,Maricopa County,Arizona,WEST,8,85224 Chandler,85224,0.28,0.16,0.06,0.8,0.04,2.74,0.28,0.11,55767,23270,0.539630449,0.050883915,0.227036252,0.182449385
535359,20091,Johnson County,Kansas,MIDWEST,4,66202 Mission,66202,0.18,0.11,0.13,0.89,0.03,2.02,0.39,0.16,43947,27293,0.560597894,0.068365828,0.249836096,0.121200182
535552,53063,Spokane County,Washington,WEST,9,99212 Spokane,99212,0.23,0.13,0.14,0.93,0.01,2.29,0.19,0.25,35572,19432,0.563942453,0.062535649,0.161742953,0.211778945
535644,53061,Snohomish County,Washington,WEST,9,98275 Mukilteo,98275,0.28,0.14,0.07,0.82,0.02,2.69,0.4,0.07,67372,28762,0.501686751,0.180749046,0.048736084,0.268828119
535679,6085,Santa Clara County,California,WEST,9,95008 Campbell,95008,0.21,0.13,0.1,0.73,0.03,2.4,0.38,0.1,68106,34381,0.369712489,0.130774904,0.168880342,0.330632265
535755,17043,DuPage County,Illinois,MIDWEST,3,60540 Naperville,60540,0.29,0.16,0.08,0.87,0.02,2.77,0.54,0.07,87514,36907,0.588410391,0.019042119,0.070687423,0.321860067
535806,28109,Pearl River County,Mississippi,SOUTH,6,39466 Picayune,39466,0.27,0.15,0.13,0.81,0.17,2.62,0.11,0.36,28186,14836,0.650909658,0.031964118,0.254476236,0.062649988
535857,48201,Harris County,Texas,SOUTH,7,77039 Houston,77039,0.34,0.2,0.06,0.49,0.17,3.6,0.05,0.29,32310,11623,0.504171605,0.046253828,0.369619585,0.079954982
535915,33005,Cheshire County,New Hampshire,EAST,1,03431 Keene,3431,0.2,0.1,0.15,0.98,0,2.28,0.29,0.24,37411,20552,0.431682767,0.081466704,0.138514619,0.34833591
535916,33015,Rockingham County,New Hampshire,EAST,1,03865 Plaistow,3865,0.26,0.14,0.1,0.98,0,2.69,0.22,0.1,61707,25255,0.331133594,0.090241624,0.064702258,0.513922524
535947,13067,Cobb County,Georgia,SOUTH,5,30008 Marietta,30008,0.25,0.15,0.07,0.51,0.35,2.76,0.25,0.14,45379,20847,0.655372612,0.045842012,0.031024586,0.26776079
536020,1097,Mobile County,Alabama,SOUTH,6,36695 Mobile,36695,0.28,0.15,0.07,0.86,0.1,2.74,0.34,0.12,55646,23703,0.657122574,0.054373178,0.094589986,0.193914262
536021,22051,Jefferson Parish,Louisiana,SOUTH,7,70005 Metairie,70005,0.18,0.1,0.21,0.95,0.01,2.1,0.36,0.22,42991,33003,0.612584333,0.087959112,0.158740364,0.140716191
536067,34003,Bergen County,New Jersey,EAST,2,07631 Englewood,7631,0.24,0.14,0.13,0.42,0.39,2.79,0.34,0.16,58379,35275,0.277547743,0.17606932,0.056181278,0.490201659
536166,17089,Kane County,Illinois,MIDWEST,3,60506 Aurora,60506,0.29,0.17,0.1,0.72,0.13,2.83,0.26,0.14,50743,21654,0.573940147,0.065623426,0.180755901,0.179680525
536190,22071,Orleans Parish,Louisiana,SOUTH,7,70114 New Orleans,70114,0.32,0.18,0.1,0.22,0.74,2.68,0.14,0.45,23379,12288,0.603130359,0.057092647,0.083537277,0.256239718
536216,28123,Scott County,Mississippi,SOUTH,6,39074 Forest,39074,0.29,0.16,0.12,0.49,0.46,2.78,0.08,0.39,25754,14237,0.552892301,0.033635572,0.354068245,0.059403882
536278,51059,Fairfax County,Virginia,SOUTH,5,22303 Alexandria,22303,0.18,0.11,0.09,0.66,0.14,2.09,0.44,0.09,55948,33404,0.513773547,0.079344831,0.152964838,0.253916785
536281,51031,Campbell County,Virginia,SOUTH,5,24517 Altavista,24517,0.23,0.12,0.19,0.76,0.23,2.31,0.15,0.31,32306,17796,0.73166531,0.052237668,0.159855669,0.056241354
536525,48201,Harris County,Texas,SOUTH,7,77096 Houston,77096,0.25,0.15,0.16,0.66,0.19,2.39,0.44,0.2,46140,29098,0.393774162,0.100664281,0.404797781,0.100763775
536529,19153,Polk County,Iowa,MIDWEST,4,50023 Ankeny,50023,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50141.43,24555.85,0.642636492,0.046036864,0.222101908,0.089224735
537040,26081,Kent County,Michigan,MIDWEST,3,49345 Sparta,49345,0.3,0.16,0.1,0.97,0,2.76,0.13,0.16,46309,18865,0.552399927,0.037838625,0.306330396,0.103431051
537168,9001,Fairfield County,Connecticut,EAST,1,06484 Shelton,6484,0.24,0.13,0.15,0.94,0.01,2.65,0.27,0.11,67292,29893,0.28817015,0.085116126,0.085269805,0.541443918
537179,1003,Baldwin County,Alabama,SOUTH,6,36561 Orange Beach,36561,0.16,0.09,0.19,0.95,0,2.16,0.24,0.2,41981,31815,0.593150798,0.056514445,0.081933282,0.268401475
537192,48201,Harris County,Texas,SOUTH,7,77379 Spring,77379,0.32,0.15,0.05,0.86,0.04,3.04,0.4,0.06,82706,32475,0.555682439,0.07452849,0.225044818,0.144744253
537194,48201,Harris County,Texas,SOUTH,7,77066 Houston,77066,0.3,0.15,0.05,0.5,0.21,3.11,0.26,0.13,55760,21017,0.558813498,0.066523916,0.264602435,0.110060151
540023,51107,Loudoun County,Virginia,SOUTH,5,20164 Sterling,20164,0.28,0.16,0.05,0.73,0.09,2.93,0.29,0.05,71325,27005,0.643847556,0.038173975,0.173581355,0.144397114
635455,6073,San Diego County,California,WEST,9,92071 Santee,92071,0.28,0.15,0.09,0.87,0.02,2.8,0.16,0.12,53824,21499,0.515343123,0.101353445,0.168742108,0.214561324
641317,48085,Collin County,Texas,SOUTH,7,75035 Frisco,75035,0.31,0.23,0.02,0.89,0.04,2.78,0.51,0.03,82114,31900,0.679135701,0.038700801,0.172987651,0.109175847
641757,35001,Bernalillo County,New Mexico,WEST,8,87111 Albuquerque,87111,0.21,0.1,0.16,0.86,0.02,2.26,0.39,0.13,51937,30118,0.49271426,0.052048202,0.193197451,0.262040087
642122,18097,Marion County,Indiana,MIDWEST,3,46237 Indianapolis,46237,0.28,0.16,0.07,0.96,0.01,2.62,0.22,0.1,54171,23909,0.585620814,0.050931416,0.302007241,0.061440529
642463,22105,Tangipahoa Parish,Louisiana,SOUTH,7,70401 Hammond,70401,0.23,0.13,0.08,0.65,0.32,2.48,0.23,0.39,27255,15360,0.652814758,0.041344322,0.225773455,0.080067465
642759,22051,Jefferson Parish,Louisiana,SOUTH,7,70002 Metairie,70002,0.19,0.1,0.17,0.83,0.06,2.19,0.32,0.23,40792,27206,0.529468093,0.04662658,0.065056166,0.358849161
642760,26163,Wayne County,Michigan,MIDWEST,3,48195 Southgate,48195,0.22,0.11,0.16,0.94,0.02,2.33,0.11,0.16,46927,23219,0.497960308,0.030990946,0.086367642,0.384681105
642902,9003,Hartford County,Connecticut,EAST,1,06070 Simsbury,6070,0.29,0.16,0.14,0.95,0.01,2.7,0.55,0.06,82943,39947,0.335913591,0.142172685,0.070130107,0.451783617
643191,6013,Contra Costa County,California,WEST,9,94801 Richmond,94801,0.34,0.21,0.07,0.3,0.34,3.26,0.13,0.32,33962,14095,0.609703659,0.041165344,0.196479027,0.15265197
643630,6037,Los Angeles County,California,WEST,9,91766 Pomona,91766,0.37,0.21,0.05,0.4,0.07,4.1,0.12,0.22,41876,13547,0.605453431,0.080817696,0.145974857,0.167754016
643654,48201,Harris County,Texas,SOUTH,7,77493 Katy,77493,0.33,0.17,0.07,0.84,0.03,3.17,0.24,0.13,56235,21000,0.686582432,0.034535521,0.218823265,0.060058783
643793,45041,Florence County,South Carolina,SOUTH,5,29505 Florence,29505,0.26,0.14,0.11,0.73,0.24,2.62,0.22,0.19,44030,20643,0.643064994,0.025964948,0.249832252,0.081137805
644347,1125,Tuscaloosa County,Alabama,SOUTH,6,35473 Northport,35473,0.24,0.13,0.12,0.84,0.13,2.45,0.31,0.19,46654,22902,0.702367211,0.034773995,0.179915027,0.082943767
644445,39035,Cuyahoga County,Ohio,MIDWEST,3,44122 Beachwood,44122,0.23,0.11,0.24,0.65,0.31,2.3,0.46,0.15,60281,40171,0.45299015,0.109203773,0.148188342,0.289617735
644492,48113,Dallas County,Texas,SOUTH,7,75159 Seagoville,75159,0.26,0.14,0.09,0.81,0.09,2.86,0.07,0.19,43737,18345,0.672633522,0.035900002,0.233414435,0.058052041
644937,6037,Los Angeles County,California,WEST,9,90723 Paramount,90723,0.37,0.22,0.05,0.35,0.14,3.93,0.07,0.25,36769,11491,0.612266722,0.11100579,0.083414959,0.193312529
645007,37063,Durham County,North Carolina,SOUTH,5,27705 Durham,27705,0.18,0.1,0.13,0.67,0.2,2.16,0.45,0.24,38470,24619,0.496586166,0.135725367,0.164896506,0.202791961
645028,44003,Kent County,Rhode Island,EAST,1,02886 Warwick,2886,0.2,0.1,0.2,0.95,0.01,2.27,0.23,0.21,44012,23531,0.320777451,0.078652001,0.106930154,0.493640393
645029,44005,Newport County,Rhode Island,EAST,1,02842 Middletown,2842,0.25,0.15,0.15,0.89,0.05,2.44,0.34,0.13,50921,25781,0.358685682,0.102757614,0.119846892,0.418709812
645054,37157,Rockingham County,North Carolina,SOUTH,5,27320 Reidsville,27320,0.24,0.13,0.14,0.7,0.26,2.48,0.12,0.28,34345,17741,0.685364943,0.023006051,0.225577371,0.066051636
645325,6065,Riverside County,California,WEST,9,92260 Palm Desert,92260,0.16,0.09,0.32,0.87,0.01,2.09,0.24,0.21,43299,30226,0.457599707,0.256192092,0.084660344,0.201547858
645430,22033,East Baton Rouge Parish,Louisiana,SOUTH,7,70816 Baton Rouge,70816,0.24,0.14,0.08,0.77,0.18,2.31,0.34,0.17,42220,23595,0.673810963,0.047833384,0.187256553,0.0910991
645501,13067,Cobb County,Georgia,SOUTH,5,30126 Mableton,30126,0.26,0.15,0.1,0.62,0.29,2.7,0.22,0.16,50413,21790,0.65462621,0.049241999,0.032539212,0.263592579
645502,13121,Fulton County,Georgia,SOUTH,5,30097 Duluth,30097,0.32,0.19,0.04,0.76,0.07,2.96,0.56,0.04,95468,44093,0.59824354,0.058955728,0.022653949,0.320146783
645511,29047,Clay County,Missouri,MIDWEST,4,64119 Kansas City,64119,0.25,0.13,0.12,0.94,0.02,2.5,0.21,0.1,49533,23910,0.601910266,0.053562916,0.250559628,0.09396719
645514,36119,Westchester County,New York,EAST,2,10550 Mount Vernon,10550,0.28,0.16,0.11,0.18,0.69,2.74,0.18,0.31,33573,15996,0.353090935,0.040295723,0.168568478,0.438044864
645519,1089,Madison County,Alabama,SOUTH,6,35757 Madison,35757,0.3,0.18,0.07,0.8,0.16,2.8,0.32,0.09,56971,24086,0.748662979,0.034909554,0.087177074,0.129250393
646857,39139,Richland County,Ohio,MIDWEST,3,44906 Mansfield,44906,0.24,0.13,0.17,0.91,0.06,2.35,0.12,0.25,35009,20178,0.701641136,0.028236617,0.161368075,0.108754171
647426,48201,Harris County,Texas,SOUTH,7,77401 Bellaire,77401,0.27,0.16,0.12,0.89,0.01,2.56,0.62,0.07,87985,46299,0.465361509,0.068703199,0.306963335,0.158971957
647439,13089,DeKalb County,Georgia,SOUTH,5,30083 Stone Mountain,30083,0.29,0.17,0.06,0.18,0.73,2.79,0.26,0.13,44983,18954,0.729059586,0.03102678,0.189364385,0.050549249
647512,18057,Hamilton County,Indiana,MIDWEST,3,46032 Carmel,46032,0.31,0.17,0.09,0.93,0.02,2.71,0.53,0.07,77730,40490,0.626646191,0.060811621,0.117896831,0.194645358
647779,1015,Calhoun County,Alabama,SOUTH,6,36201 Anniston,36201,0.26,0.14,0.15,0.52,0.46,2.43,0.05,0.48,20838,12298,0.638723374,0.021239992,0.261185064,0.07885157
647824,50003,Bennington County,Vermont,EAST,1,05201 Bennington,5201,0.24,0.12,0.17,0.97,0.01,2.38,0.2,0.28,34417,17573,0.508441201,0.110899025,0.149242695,0.231417079
647832,13121,Fulton County,Georgia,SOUTH,5,30328 Atlanta,30328,0.17,0.1,0.15,0.83,0.11,2.14,0.56,0.11,66493,47362,0.601311199,0.081923206,0.08061343,0.236152165
647836,13063,Clayton County,Georgia,SOUTH,5,30260 Morrow,30260,0.28,0.15,0.09,0.44,0.4,2.8,0.15,0.18,40978,17026,0.659146739,0.046317019,0.037685785,0.256850457
647840,13077,Coweta County,Georgia,SOUTH,5,30263 Newnan,30263,0.28,0.15,0.1,0.7,0.27,2.76,0.16,0.22,45199,19984,0.708153503,0.037136718,0.036227984,0.218481794
647895,50021,Rutland County,Vermont,EAST,1,05701 Rutland,5701,0.23,0.11,0.18,0.98,0,2.26,0.23,0.29,33507,18856,0.499025447,0.081103371,0.12191765,0.297953531
647906,36029,Erie County,New York,EAST,2,14228 Buffalo,14228,0.22,0.12,0.11,0.85,0.06,2.42,0.37,0.21,43048,20711,0.472501267,0.047580285,0.172905806,0.307012642
648019,4019,Pima County,Arizona,WEST,8,85748 Tucson,85748,0.24,0.12,0.11,0.88,0.03,2.56,0.34,0.08,59250,27304,0.534313258,0.079688443,0.104212755,0.281785543
648035,13247,Rockdale County,Georgia,SOUTH,5,30013 Conyers,30013,0.28,0.14,0.08,0.72,0.21,2.79,0.27,0.1,55904,25906,0.765743904,0.022112941,0.140325077,0.071818078
648037,45041,Florence County,South Carolina,SOUTH,5,29505 Florence,29505,0.26,0.14,0.11,0.73,0.24,2.62,0.22,0.19,44030,20643,0.630472566,0.014360509,0.274806423,0.080360501
648074,37183,Wake County,North Carolina,SOUTH,5,27615 Raleigh,27615,0.26,0.14,0.08,0.84,0.1,2.53,0.53,0.07,71166,35792,0.55090228,0.111875535,0.167354894,0.169867291
648091,45079,Richland County,South Carolina,SOUTH,5,29210 Columbia,29210,0.2,0.1,0.08,0.51,0.45,2.06,0.35,0.2,36182,19646,0.535927524,0.066307329,0.252788228,0.144976919
648109,13057,Cherokee County,Georgia,SOUTH,5,30188 Woodstock,30188,0.28,0.16,0.06,0.92,0.03,2.8,0.27,0.07,61920,25500,0.521360575,0.052630967,0.330023165,0.095985293
648174,6085,Santa Clara County,California,WEST,9,95123 San Jose,95123,0.27,0.15,0.07,0.65,0.04,2.92,0.26,0.07,75188,29014,0.560298415,0.102324016,0.123117949,0.21425962
648207,51107,Loudoun County,Virginia,SOUTH,5,20175 Leesburg,20175,0.28,0.17,0.07,0.89,0.06,2.62,0.41,0.08,75521,34064,0.622591158,0.025200906,0.136080731,0.216127204
648235,26163,Wayne County,Michigan,MIDWEST,3,48195 Southgate,48195,0.22,0.11,0.16,0.94,0.02,2.33,0.11,0.16,46927,23219,0.675729599,0.042331367,0.129740726,0.152198308
