Brand_Key,Brand_Name,Category_Name,Sector,Category_Key,Energized_Differentiation,Relevance,Esteem,Knowledge,Brand_Stature,Brand_Strength,Brand_Asset,Total_Users_pct,Total_Prefer_pct,Different_pct,Distinctive_pct,Unique_pct,Dynamic_pct,Innovative_pct,Leader_pct,Reliable_pct,High_quality_pct,Arrogant_pct,Authentic_pct,Best_Brand_pct,Carefree_pct,Cares_Customers_pct,Charming_pct,Daring_pct,Down_to_Earth_pct,Energetic_pct,Friendly_pct,Fun_pct,Gaining_In_Popularity_pct,Glamorous_pct,Good_Value_pct,Healthy_pct,Helpful_pct,High_Performance_pct,Independent_pct,Intelligent_pct,Kind_pct,Obliging_pct,Original_pct,Prestigious_pct,Progressive_pct,Restrained_pct,Rugged_pct,Sensuous_pct,Simple_pct,Social_pct,Socially_Responsible_pct,Straightforward_pct,Stylish_pct,Traditional_pct,Trendy_pct,Trustworthy_pct,Unapproachable_pct,Up_To_Date_pct,Upper_Class_pct,Visionary_pct,Worth_More_pct
230,Clorox,Laundry Products including Powders Detergents & Softeners,Household Products,81,61.18,99.6,99.48,98.45,99.57,96.55,99.2,78.44,71.33,5.49,11.5,6.85,7.75,7.3,25.49,32.49,26.54,2.58,13.74,21.52,4.64,13.27,2.96,4.82,28.74,6.49,8.95,4.15,5.26,3.43,28.89,13.7,22.77,20.29,7.61,7.08,6.39,6.43,29.08,3.81,6.63,4.65,10.43,2.79,25.3,6.63,8.5,13.05,3.55,20.02,6.16,33.1,2.28,9.56,4.89,7.1,13.26
1035,Downy,Laundry Products including Powders Detergents & Softeners,Household Products,81,37.27,93.54,93.8,93.54,94.6,82.63,92.85,60.42,60.23,5.98,8.41,6.44,6.4,6.62,17.14,25.98,20.24,2.51,8.42,11.6,7.29,12.92,7.51,3.91,26.81,5.59,13,7.01,6.52,4.4,22.42,9.44,17.2,14.48,6.85,7.17,8.95,7.04,19.66,4.38,6.62,3.34,5.16,4.48,25.12,8.08,8.55,9.26,4.21,11.89,7.74,25.15,2.65,8.52,4.66,7.03,11.95
4211,Dreft,Laundry Products including Powders Detergents & Softeners,Household Products,81,29,22.88,58.05,47.66,54.46,18.26,48.64,17.11,25.79,6.23,7.62,7.43,4.6,6.44,8.08,18.02,14.67,2.83,9.38,6.06,5.7,14.84,4.69,2.64,23.36,3.82,11.26,3.11,4.22,2.97,18.44,9.79,13.99,8.31,6.64,5.83,10.63,5.01,16.81,4.26,6.04,2.42,3.76,2.26,20.5,6.45,7.7,11.54,3.6,12.24,4.7,22.06,2.47,8.64,4.1,5.15,5.08
1036,Dynamo,Laundry Products including Powders Detergents & Softeners,Household Products,81,3.27,29.26,26.7,43.12,39.31,6.63,27.71,17.07,24.05,5.45,5.42,3.95,5.34,4.61,5.74,15.01,7.98,1.86,5.85,2.27,4.53,6.67,2.81,2.68,18.65,6.35,7.32,4.25,3.71,2.17,15.6,4.1,10.38,7.13,6.29,3.83,6.38,4.3,11.73,3.13,2.51,3.98,4.4,2.03,18.51,6.88,6.23,7.73,2.49,7.21,6,12.65,2.36,5,2.52,4.19,3.56
1037,Era (laundry products),Laundry Products including Powders Detergents & Softeners,Household Products,81,25.41,73.24,70.43,66.24,70.92,47.89,68.93,27.31,32.32,6.93,6.96,5.06,6.3,6.32,10.01,20.83,12.21,2.35,7.52,3.8,5.42,11.11,3.06,3.96,23.72,4.92,9.59,3.96,5.36,3.27,24.35,8.59,16.53,10.21,6.32,5.89,7.4,6.85,14.15,2.89,5.13,5.1,6.56,3.14,23.92,6.92,8.02,10.67,3.86,10.38,7.02,19.34,2.88,8.16,4.07,6.85,6.2
1038,Gain,Laundry Products including Powders Detergents & Softeners,Household Products,81,18.4,85.13,82.63,81.45,83.84,57.88,80.39,40.96,43.9,5.8,7.95,5.57,5.42,5.3,12.82,22.14,16.04,2.23,6.54,6.91,5.94,11.11,4.43,3.78,22.94,6.5,10.89,4.85,7.34,3.34,25.11,8.88,16.4,12.88,6.3,6.39,7.58,6.59,15.01,3.92,5.91,3.51,5.56,3.3,24.02,7.72,7.31,9.83,4.43,9.27,7.95,21.06,3.11,8.65,4.38,6.56,7.77
1039,Ivory Snow,Laundry Products including Powders Detergents & Softeners,Household Products,81,16.14,49.18,77.86,71.12,77.95,23.2,68.07,18.46,27.89,6.13,8.18,5.97,3.97,5.25,11.73,21.04,14.39,2.4,11.2,5.38,7.55,12.78,5.33,2.57,25.9,3.43,12.71,4.09,3.53,2.75,19.11,10.82,14.75,7.77,5.39,5.6,8.68,5.6,21.25,3.42,4.29,4.44,3.44,2.63,25.43,6.57,6.58,9.92,3.11,18.53,5.82,23.2,2.36,6.66,4.62,4.88,4.81
-22642,Method,Laundry Products including Powders Detergents & Softeners,Household Products,81,81.34,60.61,38.53,21.19,25.98,77.38,38.33,10.33,19.26,9.56,10.12,8.58,7.16,9.8,8.44,12.41,12.25,2.55,8.19,4.57,6.43,10.94,5.67,5.57,17.78,5.96,11.42,5.5,8.62,4.51,14.61,10.84,11.4,6.71,8.99,8.41,7.17,7.03,13.87,5.15,7.58,5.17,4.78,3.68,17.47,8.66,11.92,8.18,6.79,5.46,11.87,13.36,3.74,9.92,5.16,10.05,5.69
-23792,OxiClean,Laundry Products including Powders Detergents & Softeners,Household Products,81,95.38,87.14,92.59,81.54,91.04,97.24,95.15,41.44,45.25,9.49,12.74,9.89,11.13,13.02,16.61,28.49,21.69,3.89,10.28,10.59,5.38,12.1,3.86,6.42,23.16,9.03,10.97,5.65,9.87,3.77,24.96,9.89,23.01,18,8,7.63,5.75,6.54,20.28,4.21,8.39,3.5,9.36,3.07,21.8,7.17,8.06,9.92,4.67,7.7,8.06,24.25,2.58,9.82,4.34,9.93,11.1
1040,Purex,Laundry Products including Powders Detergents & Softeners,Household Products,81,12.06,88.4,76.08,84.93,81.17,55.27,78.58,44.62,45.57,5.46,7.84,4.51,4.74,5.8,10.95,19.67,14.08,1.89,6.2,7.43,4.61,10.78,3.25,2.99,23.95,5.84,9.41,3.95,5.86,2.67,26.49,7.93,15.67,11.12,6.53,6.42,5.65,5.22,16.37,3.1,4.54,4.35,5.44,2.22,25.97,6.38,6.85,10.71,2.44,10.34,5.75,21.2,2.22,6.33,3.94,5.7,7.36
1028,Renuzit,Laundry Products including Powders Detergents & Softeners,Household Products,81,38.56,80.13,64.71,76.14,71.6,66.15,73.24,30.99,35.21,7.43,6.72,7.11,5.92,6.88,9.54,16,11.55,1.8,7.15,6.96,6.06,9.43,5.05,3.26,19.48,5.2,10.27,6.95,5.63,3.56,19.94,6.25,15.05,9.16,7.42,5.13,7.99,6.03,14.41,2.77,6.93,3.8,4.13,3.68,21.18,8.16,6.67,8.73,7.08,7.31,9.2,17.78,2.3,8.53,3.5,5.52,6.05
-22620,Seventh Generation,Laundry Products including Powders Detergents & Softeners,Household Products,81,86.36,65.63,45.13,22.88,30.09,83.61,43.9,10.71,19.97,10.39,8.56,9.51,6.72,12.34,9.56,11.31,12.4,3.08,9.4,5.8,6.25,13.68,5.47,4.77,18.36,6.22,11.16,5.2,10.25,5.04,12.18,12.59,11.6,6.35,9.28,9.95,8.43,6.35,13.7,5.15,9.93,4.9,4.52,2.95,16.28,9.22,14.04,8.55,5.42,5.39,11.18,14.53,3.99,11.5,6.36,10.77,6.28
1041,Shout,Laundry Products including Powders Detergents & Softeners,Household Products,81,45.33,94.83,92.1,88.03,92.39,87.34,92.28,57.87,55.78,6,7.41,6.64,7.44,7.99,16.35,25.98,17.71,1.32,8.31,10.19,6.33,9.62,3.71,3.33,24.34,6.71,10.47,4.55,5.35,2.8,25.84,7.48,22.86,18.27,7.58,6.96,6.41,6.26,16.77,2.78,5.31,4.15,6.51,2.5,22.21,6.19,6.36,10.13,3.63,8.72,6.74,23.64,2.19,8.46,3.71,6.05,10.1
1042,Snuggle,Laundry Products including Powders Detergents & Softeners,Household Products,81,38.53,85.79,88.54,87.37,89.92,73.64,87.08,49.05,51.72,6.12,8.46,5.7,5.97,7.81,14.35,24.56,18.96,2.57,8.81,8.74,8.26,13.11,9.94,4.66,26.33,6.21,19.03,11.01,6.47,3.66,25.23,8.96,15.71,12.07,7.11,6.57,11.74,7.03,14.81,3,5.93,3.7,3.99,4.23,25.53,7.56,7.95,10.75,4.72,11.05,9.14,23.5,2.17,9.16,3.97,5.85,7.76
1044,Spray `N Wash,Laundry Products including Powders Detergents & Softeners,Household Products,81,47.8,95.18,91.27,88.17,91.7,88.23,92.1,56.88,54.9,6.87,7.93,5.72,6.3,9.2,14.81,26.34,17.22,1.69,8.87,9.81,6.66,10.92,3.56,3.73,24.37,6.43,10.06,5.4,5.43,3.32,23.59,7.04,23.34,18.09,6.63,6.97,5.84,7.34,16.4,3.66,5.38,3.63,7.73,2.7,24.42,6.93,6.1,10.45,2.92,8.47,6.76,23.55,2.24,7.28,3.5,6.75,10.22
1046,Surf,Laundry Products including Powders Detergents & Softeners,Household Products,81,4.08,57.45,52.05,54.23,55.99,15.04,48.23,24.95,30.75,5.07,5.7,4.68,3.9,5.82,8.31,16.19,10.49,1.55,6.26,2.78,5.66,8.57,3.58,2.75,21.58,6.1,9.61,5.63,4.24,3.21,20.84,5.83,11.53,7.54,6.89,4.39,6.94,6.39,12.96,3.74,4.55,3.76,4.56,2.13,23.35,5.92,6.93,8.73,2.53,8.59,5.7,15.81,2.3,7.56,3.1,5.02,3.84
232,Tide,Laundry Products including Powders Detergents & Softeners,Household Products,81,71.92,97.27,99.2,98.62,99.22,95.55,98.62,60.18,59.89,5.35,11.61,6.89,9.62,8.46,24.91,31.97,29.27,2.32,11.65,21.03,5.55,15.87,3.71,4.49,29.21,7.58,11.53,6.08,6.49,3.66,23.41,10.99,22.04,21.94,7.05,7.57,7.22,6.47,24.16,5.62,8.69,3.99,8.91,2.41,20.53,7.04,10.28,13.65,4.51,16.22,8.86,31.06,3.56,12.79,6.88,8.26,15.61
1047,Wisk,Laundry Products including Powders Detergents & Softeners,Household Products,81,17,83.52,80.91,83.35,83.49,54.23,79.73,35.59,40.28,6.36,6.91,5.63,5.74,5.06,11.5,23.01,15.52,2.41,6.53,6.67,6.23,9.65,4.22,3.51,21.84,6.26,10.32,4.31,5.31,3.14,21.86,7.85,16.26,11.86,7.44,5.68,6.92,6.07,16.36,2.45,4.4,3.82,5.58,2.84,23.57,5.84,7.54,10.75,3.91,11.89,6.19,18.56,2.66,8.01,4.13,5.85,8.24
233,Woolite,Laundry Products including Powders Detergents & Softeners,Household Products,81,69.88,80.91,89.18,88.46,90.76,83.89,89.95,38.48,41.18,5.97,12.65,8.3,6.12,8.15,14.57,24.7,21.64,1.95,9.75,10.02,5.72,12.23,6.51,2.66,24.07,4.67,9.99,4.5,5.34,4.67,20.17,7.97,17.39,15.9,7.68,6.83,7.81,6.73,21.17,4.1,5.77,4.45,5.16,4.09,22.73,6.46,7.81,9.94,4.27,15.26,7.1,24.65,3.09,10.25,6,6.18,10.01
228,Ajax,Dishwashing Detergents,Household Products,50,13.44,89.66,86.25,87.42,88.29,59.66,84.27,45.2,46.86,5.13,7.49,5.31,5.73,5.11,12.87,24.4,14.86,1.78,9.63,7.5,4.17,10.05,4.26,3.65,26.28,6.65,8.69,3.81,4.22,2.48,26.03,8.11,18.81,10.85,5.98,5.77,5.69,5.98,21.35,3.17,4.6,3.66,10.13,2.05,24.91,5.29,6.11,10.07,3.06,15.58,5.37,22.48,2.73,6.67,3.91,4.85,6.51
1048,Cascade,Dishwashing Detergents,Household Products,50,28.74,90.55,92.28,88.83,92.68,74.48,89.75,52.53,55.05,6.19,8.51,6.36,5.34,5.89,17.32,24.29,22.7,2.12,9.37,11.5,6.47,9.85,4.02,3.47,22.32,5.82,9.95,4.31,7.33,2.34,24.69,8.6,17.48,13.87,8.36,7.93,6.19,6.33,18.13,5.34,6.25,3.02,5.6,2.61,22.6,7.18,7.75,10.8,3.88,10.75,7.04,24.16,3.64,9.78,4.54,8.08,8.5
1049,Dawn,Dishwashing Detergents,Household Products,50,57.39,98.45,97.88,96.93,97.93,94.26,97.56,75.15,70.29,5.67,11.5,8.1,7.03,5.74,21,26.99,24.93,2.33,10.63,15.78,6.02,14.9,5.82,4.43,28.04,6.76,13.06,5.98,7.36,3,31.54,11.99,20.33,16.24,8.29,9.67,8.93,7.51,19.59,3.63,7.05,4.62,6.54,3.48,25.6,9.08,11.26,12.63,5.57,13.04,8.83,25.47,3.82,10.42,3.92,9.41,13.59
-24054,Dawn Plus Hand Renewal,Dishwashing Detergents,Household Products,50,53.98,76.89,70.11,55.35,65.95,72.35,70.57,33.72,41.82,9.67,7.43,7.51,3.95,8.69,11.29,15.06,14.08,2.52,7.05,7.96,6.85,12.29,6.47,4.49,15.45,5.03,9.84,4.93,7.88,4.51,17.78,12.65,17.4,9.83,8.59,10.26,10.4,6.49,14.3,4.96,7.3,3.39,4.26,5.5,17.5,8.2,7.87,6.06,4.64,5.55,10.19,15.91,3.68,9.23,4.7,9.36,8.49
1855,Finish,Dishwashing Detergents,Household Products,50,51.85,75.42,74.99,41.29,60.38,69.51,65.6,31.99,39.52,7.3,8.52,7.29,5.57,8.16,12.57,18.48,15.62,2.89,7.07,7.68,5.54,10.08,5.18,5.05,17.67,7.06,9.81,5.08,7.82,5.72,18.49,7.9,15.04,11.19,7.94,8.84,8.19,6.47,13.26,4.59,5.7,4.89,7.14,3.88,25.27,8.22,6.79,10.61,5.59,7.06,7.42,16.95,3.81,9.01,5.95,7.37,7.91
1038,Gain,Dishwashing Detergents,Household Products,50,18.4,85.13,82.63,81.45,83.84,57.88,80.39,39.98,44.88,5.8,7.95,5.57,5.42,5.3,12.82,22.14,16.04,2.23,6.54,6.91,5.94,11.11,4.43,3.78,22.94,6.5,10.89,4.85,7.34,3.34,25.11,8.88,16.4,12.88,6.3,6.39,7.58,6.59,15.01,3.92,5.91,3.51,5.56,3.3,24.02,7.72,7.31,9.83,4.43,9.27,7.95,21.06,3.11,8.65,4.38,6.56,7.77
-24037,Green Works,Dishwashing Detergents,Household Products,50,87.97,79.44,61.9,43.76,53.57,90.87,68.99,20.42,30.75,10.38,9.75,10.46,6.55,11.37,10.9,13.66,12.94,3.71,7.08,5.01,5.29,13.18,4.01,4.88,21.84,6.37,13.42,4,10.38,2.49,16.08,16.42,14.61,8.08,8.19,8.29,9.2,7.15,14.86,4.06,9.94,4.64,5.3,2.72,18.35,8.64,16.1,8.27,5.71,4.98,10.51,15.59,3.18,11.24,5.68,11.55,6.92
1050,Ivory,Dishwashing Detergents,Household Products,50,34.17,88.17,86.76,92.82,90.44,73.99,87.48,40.91,46.19,6.61,9.27,7.03,5.02,5.33,13.35,23.01,18.43,1.94,11.93,7.37,7.41,13.83,6.76,3.9,29.82,5.77,13.35,5.88,6.27,4.47,27.65,18.49,15.15,8.89,8.27,7.13,9.97,6.69,27.91,3.95,4.5,5.22,4.27,3.89,30.37,8.66,8.67,11.6,4.43,20.6,6.4,25.32,2.69,6.55,3.55,7.02,7.59
1051,Joy Dishwashing Liquid,Dishwashing Detergents,Household Products,50,10.54,85.07,79.47,88.31,84.44,49.35,79.59,44.4,48.57,4.9,9.09,5.71,4.69,3.56,11.89,20.69,16.37,1.45,8.24,5.7,6.65,10.8,5.03,3.99,24.02,5.73,12.24,4.91,6.03,3.81,27.77,10.71,16.16,10.37,7.84,6.89,9.17,6.02,18.4,4.36,5.19,4.15,4.33,3.3,27.6,8.46,7.77,10.41,4.23,12.51,7.34,19.31,2.94,8.07,3.41,6.35,5.44
-22642,Method,Dishwashing Detergents,Household Products,50,81.34,60.61,38.53,21.19,25.98,77.38,38.33,9.85,20.65,9.56,10.12,8.58,7.16,9.8,8.44,12.41,12.25,2.55,8.19,4.57,6.43,10.94,5.67,5.57,17.78,5.96,11.42,5.5,8.62,4.51,14.61,10.84,11.4,6.71,8.99,8.41,7.17,7.03,13.87,5.15,7.58,5.17,4.78,3.68,17.47,8.66,11.92,8.18,6.79,5.46,11.87,13.36,3.74,9.92,5.16,10.05,5.69
236,Palmolive,Dishwashing Detergents,Household Products,50,20.04,89.58,85.53,92.13,89.35,66.61,85.87,52.73,53.69,5.13,8.54,5.68,5.4,5.67,13.8,20.75,17.06,1.88,9.16,7.76,5.25,14.46,5.09,3.62,25.54,5.53,13.24,4.49,5.54,4.16,25.48,12.54,17.14,10.18,6.56,6.53,6.97,7.07,21.07,3.83,5.64,3.34,4.75,3.1,25.26,7.56,8.41,12.42,4.43,14.09,7.17,24.14,2.58,7.71,3.46,5.88,8.16
-27946,Palmolive Antibacterial,Dishwashing Detergents,Household Products,50,21.33,78.81,70.28,65.35,70.49,51.48,69.57,32.91,40.5,5.46,6.92,6.16,4.97,7.2,9.36,18.82,15.49,1.84,6.48,5.04,5.55,13.16,2.65,4.34,17.64,6.19,8.71,4.56,6.35,3.32,18.67,18.77,16,10.07,5.36,6.95,7.26,5.61,14.38,3.4,7.01,3.95,3.99,3.03,18.53,6.08,8.01,9,4.69,6.66,8.61,18.78,2.69,8.54,5.06,8.49,5.88
-26422,Palmolive Aroma Sensations,Dishwashing Detergents,Household Products,50,77.81,73.21,53.98,35.2,44.04,82.17,58.02,19.46,32.28,9.26,7.55,9.39,7.7,9.84,9.48,12.98,12.31,2.49,6.66,5.66,6.35,11.44,5.75,5.44,17.58,5.31,11.52,6.31,8.9,4.34,17.49,9.8,12.94,8.21,8.09,6.4,7.72,6.78,13.26,4.75,7.39,3.97,3.8,6.64,18.23,7.6,7.92,8.65,7.64,7.63,11.35,16,3.32,11.04,5.7,7.9,5.33
-20767,Palmolive Oxy,Dishwashing Detergents,Household Products,50,49.67,74.85,62.1,39.53,50.9,67.33,59.23,20.54,32.77,9.03,8.27,6.24,5.27,7.56,8.86,16.94,16.07,1.82,5.73,4.17,5.15,11.36,4.73,3.94,15.5,7.61,10.92,4.77,5.9,2.54,20.07,12.81,15.82,8.65,6.3,7.17,8.88,6.66,11.65,4.59,6.31,4.46,5.35,3.67,20.52,7.98,8.66,8.4,4.16,5.79,9.75,15.77,3.59,9.77,4.42,6.55,4.82
-24055,Palmolive Pure & Clear,Dishwashing Detergents,Household Products,50,57.05,70.66,59.06,43.35,51.97,67.64,60.18,17.21,31.64,8,9.33,6.85,4.87,8.93,8.75,16.31,13.89,2.33,6.55,5.37,5.94,12.29,4.82,4.41,15.9,4.82,9.06,4.05,7.71,3.12,19.28,12.91,13.34,7.25,6.59,6.38,7.7,6.98,14.21,3.79,7.29,2.91,4.01,3.65,19.8,7.35,10.18,10.1,5.47,7.24,8.35,17.89,3.46,9.77,5.34,7.55,5
-28565,Palmolive Soft Touch,Dishwashing Detergents,Household Products,50,54.95,72.81,52.97,48.98,52.91,68.33,60.95,17.44,29.93,9,8.51,6.92,4.96,8.06,8.22,14.64,13.86,2.03,6.23,6.14,5.51,13.36,5.34,3.83,17.58,4.46,11.3,4.68,6.13,3.57,19.31,10.42,12.84,7.76,5.73,5.09,9.52,6.7,13.33,3.72,5.98,4.12,3.26,4.03,22.39,5.5,7.97,8.5,5.79,7.47,8.3,15.68,1.98,8.87,3.44,6.95,4.88
-22620,Seventh Generation,Dishwashing Detergents,Household Products,50,86.36,65.63,45.13,22.88,30.09,83.61,43.9,8.78,19.83,10.39,8.56,9.51,6.72,12.34,9.56,11.31,12.4,3.08,9.4,5.8,6.25,13.68,5.47,4.77,18.36,6.22,11.16,5.2,10.25,5.04,12.18,12.59,11.6,6.35,9.28,9.95,8.43,6.35,13.7,5.15,9.93,4.9,4.52,2.95,16.28,9.22,14.04,8.55,5.42,5.39,11.18,14.53,3.99,11.5,6.36,10.77,6.28
237,Sunlight,Dishwashing Detergents,Household Products,50,12.92,71.92,51.45,47.63,51.34,35.86,51.13,23.9,28.12,6.25,6.95,5.45,5.62,4.34,9.38,14.42,8.31,1.88,6.33,3.18,7.39,10.75,4.18,3.96,22.1,4.92,10.06,4.19,5.69,4.41,22.15,7.43,12.79,7.14,5.76,6.13,7.43,5.43,14.35,3.57,3.23,5.04,4.29,2.16,25.33,6.44,7.37,8.76,3.51,8.25,7.13,14.08,2.55,6.76,3.06,5,4.47
228,Ajax,Home Cleaning Products,Household Products,68,13.44,89.66,86.25,87.42,88.29,59.66,84.27,54.46,52.88,5.13,7.49,5.31,5.73,5.11,12.87,24.4,14.86,1.78,9.63,7.5,4.17,10.05,4.26,3.65,26.28,6.65,8.69,3.81,4.22,2.48,26.03,8.11,18.81,10.85,5.98,5.77,5.69,5.98,21.35,3.17,4.6,3.66,10.13,2.05,24.91,5.29,6.11,10.07,3.06,15.58,5.37,22.48,2.73,6.67,3.91,4.85,6.51
1052,Brillo,Home Cleaning Products,Household Products,68,15.5,89.78,84.07,82.74,85.07,62.22,82.14,54.01,54.05,4.41,9.16,6.16,5.27,4.35,11.86,22.26,14.89,1.53,10.23,8.62,3.97,8.84,3.48,3.75,22.13,5.72,8.3,3.48,4.33,2.84,20.16,5.74,19.21,12.42,5.9,5.39,6.28,5.4,18.06,3.92,3.31,3.67,14.04,2.26,21.47,5.13,5.13,9.23,2.87,16.16,5.76,20.45,2.45,7.01,3.49,4.94,5.84
1053,Carpet Fresh,Home Cleaning Products,Household Products,68,35.43,78.04,60.84,73.04,68.19,61.41,70.08,39.14,42.16,7.04,6.72,6.57,5.67,7.53,7,18.48,11.9,1.52,7.34,8.09,6.9,8.96,5.38,3.97,22.25,4.83,9.81,3.77,4.48,3.42,21.3,8.04,18.7,8.83,5.37,4.57,7.72,6,14.48,3.37,4.2,3.98,5.47,2.84,24.54,6.65,5.66,8.37,3.08,8.35,7.44,16.99,2,6.68,4,6.64,6.23
-31190,Casabella,Home Cleaning Products,Household Products,68,41.43,60.49,36.26,2.93,6.92,46.74,9.1,8.1,15.33,8.45,6.69,2.03,1.44,16.03,10.11,12.49,8.97,6.81,6.74,9.18,15.45,3.09,5.59,2.98,12.68,18.92,12.69,5.18,5.24,13.28,13.68,1.9,2.83,0.82,6.84,0.9,5.78,2.04,14.16,3.24,4.34,7.47,5.43,6.07,6.76,8.13,9.61,8.4,1.63,4.34,10.19,12.78,10.84,12.37,21.07,7.88,9.17
-27441,Chore Boy,Home Cleaning Products,Household Products,68,17.71,70.92,60.69,35.8,47.95,39.56,49.07,21.07,27.44,5.06,8,5.84,5.29,5.68,8.93,17.01,13.48,1.99,8.21,7.11,6.03,7.24,4.1,3.78,19.7,6.57,8.66,4.05,4.47,3.44,17.61,6.06,20.14,9.16,7.26,6.83,5.17,5.9,17.09,2.75,4.05,5.76,12.15,2.33,20.31,7.03,6.18,8.61,2.23,12.46,5.71,15.79,2.03,5.16,3.88,5.03,4.74
230,Clorox,Home Cleaning Products,Household Products,68,61.18,99.6,99.48,98.45,99.57,96.55,99.2,77.53,70.87,5.49,11.5,6.85,7.75,7.3,25.49,32.49,26.54,2.58,13.74,21.52,4.64,13.27,2.96,4.82,28.74,6.49,8.95,4.15,5.26,3.43,28.89,13.7,22.77,20.29,7.61,7.08,6.39,6.43,29.08,3.81,6.63,4.65,10.43,2.79,25.3,6.63,8.5,13.05,3.55,20.02,6.16,33.1,2.28,9.56,4.89,7.1,13.26
1054,Comet (Home Cleaning Products),Home Cleaning Products,Household Products,68,22.28,96.99,94.29,90.58,94.14,82,92.59,60.49,58.13,5.47,7.72,5.93,6.22,5.55,15.73,27.82,17.03,2.15,10.11,11.59,4.79,9.02,3.35,4.17,27.41,5.46,7.81,3.21,5.04,3.14,26.05,7.98,20.23,14.99,5.23,5.74,5.75,5.44,21.71,3.89,5.1,4.42,11.34,2.6,23.09,5.6,6.29,10.82,3.16,17.55,6.44,26.22,2.81,8.58,4.02,5.87,8.25
1055,Drano,Home Cleaning Products,Household Products,68,37.73,88.11,91.13,87.02,91.33,75.91,88.77,56.23,55.09,4.76,9.56,5.78,7.84,6.01,16.04,25.66,16.12,1.99,9.29,11.15,4.44,8.48,3.11,5.11,22.85,7.18,6.91,3.07,4.14,2.32,18.53,5.12,22.48,15.93,5.62,5.87,5.06,7.24,20.21,2.95,5.22,4.15,13.06,2.02,20.28,5.37,6.56,9.75,3.02,12.94,5.57,23.48,2.12,8.21,3.83,6.9,9.45
1056,Easy Off,Home Cleaning Products,Household Products,68,19.18,84.27,88.8,84.61,89.15,57.54,84.55,46.77,49.31,4.95,8.76,4.65,6,5.86,14.59,24.51,15.7,1.66,8.98,10.3,4.05,7.71,3.07,3.96,19.87,7.46,6.82,3.04,3.56,3.18,18.8,4.4,20.29,15.13,5.44,6.94,4.61,4.65,19.43,3.07,3.85,4.55,11.92,2.87,19.52,3.98,5.41,9.42,2.4,12.35,5.2,22.14,2.45,6.7,4.55,5.27,7.1
-27953,Endust,Home Cleaning Products,Household Products,68,14.3,82.43,79.9,66.52,77.29,50.04,74.13,39.14,42.96,6.74,6.79,5.22,5.26,5.03,11.65,22.8,16.61,1.86,8.94,8.5,5.23,8.62,4.45,3.67,23.36,6.37,7.39,3.43,4.7,2.48,22.49,9.41,17.14,10.76,7.22,5.01,6.42,6.8,18.08,3.67,4.64,3.49,4.64,3.32,21.75,5.66,6.53,9.22,3.66,11.08,6.35,20.2,2.43,7.37,4.25,5.28,8.83
1057,Fantastik,Home Cleaning Products,Household Products,68,15.88,88.6,83.18,68.73,79.96,60.92,78.52,44.31,46.42,4.23,8.16,5.28,6.11,5.65,11.77,23.37,17.13,1.38,7.64,6.46,5.02,8.28,3.49,4.11,20.72,6.53,7.83,2.96,4.13,2.01,20.61,7.33,20.76,12.2,6.34,5.87,5.43,4.8,16.3,3.73,3.84,4.27,6.93,2.15,22.18,6.15,6.03,9.28,3.67,11.69,6.46,17.42,1.6,7.72,4.16,4.88,5.92
24010,Febreze,Home Cleaning Products,Household Products,68,92.68,95.55,93.34,92.99,94.03,98.36,97.04,65.58,62.26,9.91,12.81,10.09,7.01,12.68,17.71,23.19,19.63,2.43,9.55,14.17,8.02,11.38,6.98,4.51,22.01,6.38,14.46,7.2,7.91,4.47,24.01,10.19,21.38,15.37,7.14,7.28,7.69,5.69,18.73,4.23,6.64,2.79,3.26,5.72,20.43,8.22,6.74,10.46,5.32,5.15,12.21,21.64,2.82,10.4,5.06,10.06,10.35
-24623,Febreze Sport,Home Cleaning Products,Household Products,68,75.74,77.46,70.86,46.74,61.44,84.64,70.77,21.02,31.1,9.49,11.68,7.18,5.69,9,11.17,17.49,14.99,2.29,7.48,7.66,8.29,9.89,6.54,6.2,15.95,8.77,9.82,5.99,9.67,4.88,17.49,8.93,14.92,10.01,5.92,7.26,5.1,5.81,13.95,4.66,5.82,3.88,6.1,4.35,14.64,7.68,8.86,7.76,5.61,5.95,11.42,16.29,3.03,8.11,4.56,7.98,7.74
1058,Formula 409,Home Cleaning Products,Household Products,68,14.41,90.9,92.19,83.61,91.24,63.28,86.97,49.12,50.91,3.48,8.69,4.77,6.08,6.04,15.53,27.89,19.51,1.51,9.4,10.26,4.48,11.02,2.65,4.48,24.24,6.83,8.49,3.07,4.26,2.68,26.08,7.95,24.08,15.18,6.02,7.03,5.25,4.91,19.54,3.23,4.47,3.37,11.44,3.3,22.89,5.84,5.76,11.26,2.65,13.67,5.21,25.39,1.96,7.19,3.98,7.16,10.55
1026,Glade,Home Cleaning Products,Household Products,68,62.07,92.85,85.39,91.5,89.03,89.75,90.67,58.31,55.64,5.9,10.61,7.61,6.72,8.26,13.47,21.37,14.61,1.95,7.49,10.23,6.22,8.76,8,4.94,22.76,6.14,14.58,10.43,6.94,5.22,24.86,5.27,13.96,9.87,5.98,7.21,7.56,5.9,15.2,3.73,6.03,4.12,3.88,5.75,20.04,8.13,6.87,8.5,7.87,10.5,12.88,20.09,1.42,10.11,4.08,8.42,7.29
